43,<b>10% MgSO4&nbsp;20&nbsp;mg</b><br>5% D/W&nbsp;1020&nbsp;mL,0
43,<b>10% MgSO4&nbsp;200&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;20000&nbsp;mg</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;4&nbsp;g</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
43,<b>10% MgSO4&nbsp;4&nbsp;g</b><br>0.9% NaC&nbsp;108&nbsp;mL,0
43,<b>10% MgSO4&nbsp;4&nbsp;g</b><br>5% D/W&nbsp;100&nbsp;mL,0
43,<b>10% MgSO4&nbsp;4&nbsp;g</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;4&nbsp;mg</b><br>5% D/W&nbsp;100&nbsp;mL,0
43,<b>10% MgSO4&nbsp;40&nbsp;g</b><br>0.9% NaC&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;40&nbsp;g</b><br>0.9% NaC&nbsp;1020&nbsp;mL,0
43,<b>10% MgSO4&nbsp;40&nbsp;g</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;40&nbsp;mg</b><br>0.9% NaC&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;40&nbsp;mg</b><br>5% D/N/2&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;50&nbsp;g</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>10% MgSO4&nbsp;500&nbsp;mg</b><br>0.9% NaC&nbsp;10&nbsp;mL,0
43,<b>10% MgSO4&nbsp;8&nbsp;mEq</b><br>5% D/W&nbsp;100&nbsp;mL,0
43,<b>10% MgSO4&nbsp;8&nbsp;mg</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
28,<b>10% MgSO4</b><br>IV,0
29,<b>2% Lidocaine</b>,0
1,<b>20% Albumin</b><br>IV,0
1,<b>20% Albumin</b><br>IV<br>,0
49,<b>20% Mannitol</b>,0
28,<b>20% Mannitol</b><br>IV,0
1,<b>3% NaCl</b><br>IV,0
1,<b>3% NaCl</b><br>IV<br>,0
29,<b>4% Lidocaine</b>,0
1,<b>40% Dextran</b><br>IV,0
1,<b>40% Dextran</b><br>IV<br>,0
1,<b>5% Albumin</b><br>IV,0
1,<b>5% Albumin</b><br>IV<br>,0
1,<b>5% Albumin</b><br>IV<br>Albumin  ,0
1,<b>5% Albumin</b><br>IV<br>Albumin  <br>Albumin  ,0
1,<b>5% Albumin</b><br>IV<br>Albumin 5 %,0
1,<b>5% D/N/2</b><br>IV,0
1,<b>5% D/N/2</b><br>IV<br>,0
1,<b>5% D/N/2</b><br>IV<br>KCl 10 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KCl 20 amps,0
1,<b>5% D/N/2</b><br>IV<br>KCl 20 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KCl 20 mmol,0
1,<b>5% D/N/2</b><br>IV<br>KCl 30 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KCl 40 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KCl 40 mmol,0
1,<b>5% D/N/2</b><br>IV<br>KCl 50 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KCl 60 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KPhos 20 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KPhos 40 mEq,0
1,<b>5% D/N/2</b><br>IV<br>KPhos 60 mEq,0
1,<b>5% D/N/3</b><br>IV,0
1,<b>5% D/N/3</b><br>IV<br>,0
1,<b>5% D/N/4</b><br>IV,0
1,<b>5% D/N/4</b><br>IV<br>,0
1,<b>5% D/N/5</b><br>IV,0
1,<b>5% D/N/5</b><br>IV<br>,0
1,<b>5% D/N/5</b><br>IV<br>Albumin  ,0
1,<b>5% D/NSS</b><br>IV,0
1,<b>5% D/NSS</b><br>IV<br>,0
1,<b>5% D/NSS</b><br>IV<br>KCl 15 mEq,0
1,<b>5% D/NSS</b><br>IV<br>KCl 20 mEq,0
1,<b>5% D/NSS</b><br>IV<br>KCl 30 mEq,0
1,<b>5% D/NSS</b><br>IV<br>KCl 40 mEq,0
1,<b>5% D/NSS</b><br>IV<br>KCl 60 mEq,0
1,<b>5% D/NSS</b><br>IV<br>KPhos 40 mEq,0
1,<b>5% D/NSS</b><br>IV<br>KPhos 60 mEq,0
1,<b>5% D/W</b><br>IV,0
1,<b>5% D/W</b><br>IV<br>,0
1,<b>5% D/W</b><br>IV<br>KCl 10 mEq,0
1,<b>5% D/W</b><br>IV<br>KCl 20 mEq,0
1,<b>5% D/W</b><br>IV<br>KCl 5 mEq,0
1,<b>5% D/W</b><br>IV<br>KCl 60 mEq,0
1,<b>5% D/W</b><br>IV<br>KPhos 40 mEq,0
1,<b>5% D/W</b><br>IV<br>MgSO4  %<br>MgSO4 20 g,0
1,<b>5% D/W</b><br>IV<br>MgSO4 10 g,0
1,<b>5% D/W</b><br>IV<br>MgSO4 2 g,0
1,<b>5% D/W</b><br>IV<br>MgSO4 2 mg,0
1,<b>5% D/W</b><br>IV<br>MgSO4 20 g,0
1,<b>5% D/W</b><br>IV<br>MgSO4 4 g,0
1,<b>5% D/W</b><br>IV<br>MgSO4 40 g,0
1,<b>5% D/W</b><br>IV<br>MgSO4 50 %,0
28,<b>50% Glucose</b><br>IV,0
1,<b>6% Hemohes</b><br>IV,0
43,<b>7.5% NaHCO3&nbsp;1.25&nbsp;g</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;1.78&nbsp;mEq</b><br>5% D/W&nbsp;4&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;100&nbsp;mEq</b><br>0.9% NaC&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11&nbsp;g</b><br>5% D/W&nbsp;850&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11.25&nbsp;g</b><br>&nbsp;650&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11.25&nbsp;g</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11.25&nbsp;g</b><br>5% D/W&nbsp;500&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11.25&nbsp;g</b><br>5% D/W&nbsp;850&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11.25&nbsp;mg</b><br>5% D/N/2&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;11.25&nbsp;mg</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;13&nbsp;mEq</b><br>5% D/W&nbsp;26&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;132&nbsp;mEq</b><br>5% D/N/2&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;132&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;132&nbsp;mg</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;132&nbsp;mmol</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;132&nbsp;mmol</b><br>Sterile&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.5&nbsp;mEq</b><br>5% D/W&nbsp;1850&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.6&nbsp;mmol</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.8&nbsp;mEq</b><br>0.9% NaC&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.8&nbsp;mEq</b><br>0.9% NaC&nbsp;1150&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.8&nbsp;mEq</b><br>5% D/NSS&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.8&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;133.8&nbsp;mmol</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;134&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;134&nbsp;mEq</b><br>5% D/W&nbsp;850&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;135&nbsp;mEq</b><br>0.9% NaC&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;135&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;144.6&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;150&nbsp;mEq</b><br>0.9% NaC&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;150&nbsp;mEq</b><br>5% D/N/2&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;150&nbsp;mEq</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;150&nbsp;mEq</b><br>5% D/W&nbsp;500&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;850&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;178.4&nbsp;mEq</b><br>5% D/W&nbsp;1200&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;18&nbsp;mEq</b><br>5% D/W&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;22.3&nbsp;mEq</b><br>Undilute&nbsp;25&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;25&nbsp;mcg</b><br>Undilute&nbsp;25&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;3.75&nbsp;g</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;3.75&nbsp;g</b><br>5% D/W&nbsp;1000&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;3.75&nbsp;g</b><br>Acetar&nbsp;550&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;3.75&nbsp;g</b><br>Undilute&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;3.75&nbsp;g</b><br>Undilute&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44&nbsp;mEq</b><br>Undilute&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44.6&nbsp;mEq</b><br>&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44.6&nbsp;mEq</b><br>0.9% NaC&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44.6&nbsp;mEq</b><br>5% D/W&nbsp;1150&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44.6&nbsp;mEq</b><br>Undilute&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44.6&nbsp;mEq</b><br>Undilute&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;44.6&nbsp;mEq</b><br>Undilute&nbsp;75&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;45&nbsp;mEq</b><br>Undilute&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;45&nbsp;mEq</b><br>Undilute&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;487&nbsp;mg</b><br>Sterile&nbsp;13&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;5.63&nbsp;g</b><br>5% D/W&nbsp;500&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;5.63&nbsp;mg</b><br>Sterile&nbsp;425&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;5.8&nbsp;mEq</b><br>Sterile&nbsp;13&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;50&nbsp;mEq</b><br>Acetar&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;50&nbsp;mEq</b><br>Undilute&nbsp;50&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;75&nbsp;mEq</b><br>5% D/W&nbsp;500&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;89.2&nbsp;mEq</b><br>Undilute&nbsp;100&nbsp;mL,0
43,<b>7.5% NaHCO3&nbsp;9.75&nbsp;g</b><br>0.9% NaC&nbsp;1150&nbsp;mL,0
28,<b>7.5% NaHCO3</b><br>IV,0
1,<b>Acetar</b><br>IV,0
1,<b>Acetar</b><br>IV<br>,0
1,<b>Acetar</b><br>IV<br>Albumin  ,0
1,<b>Acetar</b><br>IV<br>Albumin 10 g,0
1,<b>Acetar</b><br>IV<br>Albumin 20 g,0
1,<b>Acetar</b><br>IV<br>Albumin 4 %,0
1,<b>Acetar</b><br>IV<br>KCl 10 mEq,0
1,<b>Acetar</b><br>IV<br>KCl 20 mEq,0
1,<b>Acetar</b><br>IV<br>KCl 30 mEq,0
1,<b>Acetar</b><br>IV<br>KCl 40 mEq,0
1,<b>Acetar</b><br>IV<br>KCl 50 mEq,0
1,<b>Acetar</b><br>IV<br>KCl 60 mEq,0
23,<b>Adenosine</b><br>IV,0
9,<b>Amikacin</b><br>IV,0
40,<b>Amiodarone&nbsp;100&nbsp;mg</b><br>0.9% NaC&nbsp;80&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>0.9% NaC&nbsp;103&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>0.9% NaC&nbsp;200&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>0.9% NaC&nbsp;25&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>0.9% NaC&nbsp;50&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;102&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;103&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;104&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;150&nbsp;mL,0
40,<b>Amiodarone&nbsp;150&nbsp;mg</b><br>5% D/W&nbsp;50&nbsp;mL,0
40,<b>Amiodarone&nbsp;250&nbsp;mg</b><br>0.9% NaC&nbsp;25&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>0.9% NaC&nbsp;125&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>0.9% NaC&nbsp;25&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>0.9% NaC&nbsp;506&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>5% D/W&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>5% D/W&nbsp;150&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>5% D/W&nbsp;250&nbsp;mL,0
40,<b>Amiodarone&nbsp;300&nbsp;mg</b><br>5% D/W&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>0.9% NaC&nbsp;300&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>0.9% NaC&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>0.9% NaC&nbsp;506&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>5% D/W&nbsp;1000&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>5% D/W&nbsp;250&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>5% D/W&nbsp;450&nbsp;mL,0
40,<b>Amiodarone&nbsp;450&nbsp;mg</b><br>5% D/W&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;540&nbsp;mg</b><br>5% D/W&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>0.9% NaC&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/N/2&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;200&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;250&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;300&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;400&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;450&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;512&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;600&nbsp;mL,0
40,<b>Amiodarone&nbsp;600&nbsp;mg</b><br>5% D/W&nbsp;612&nbsp;mL,0
40,<b>Amiodarone&nbsp;75&nbsp;mg</b><br>5% D/W&nbsp;50&nbsp;mL,0
40,<b>Amiodarone&nbsp;900&nbsp;mg</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
40,<b>Amiodarone&nbsp;900&nbsp;mg</b><br>0.9% NaC&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;900&nbsp;mg</b><br>5% D/W&nbsp;250&nbsp;mL,0
40,<b>Amiodarone&nbsp;900&nbsp;mg</b><br>5% D/W&nbsp;500&nbsp;mL,0
40,<b>Amiodarone&nbsp;900&nbsp;mg</b><br>5% D/W&nbsp;510&nbsp;mL,0
23,<b>Amiodarone</b><br>IV,0
55,<b>Amoxicillin/C&nbsp;1.2&nbsp;g</b><br>&nbsp;100&nbsp;mL,0
55,<b>Amoxicillin/C&nbsp;1.2&nbsp;g</b><br>0.9% NaC&nbsp;100&nbsp;mL,0
55,<b>Amoxicillin/C&nbsp;1.2&nbsp;g</b><br>5% D/W&nbsp;100&nbsp;mL,0
55,<b>Amoxicillin/C&nbsp;200&nbsp;mg</b><br>0.9% NaC&nbsp;20&nbsp;mL,0
9,<b>Amoxicillin/Clavuronate</b><br>IV,0
9,<b>Ampicilin</b><br>IV,0
48,<b>Ascites fluid</b>,0
34,<b>Atracurium&nbsp;10&nbsp;mg</b><br>&nbsp;1&nbsp;mL,0
